Key,Summary,Type,Environment,Service,Operation,DueDate,StartDate,Status,Priority,Labels,Assignee,Reporter,Description,LatestComment,Stream,Theme,JiraUrl
DSM-P0015,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2026-12-01,2026-12-01,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of December 01.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0015
DSM-P0016,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2026-12-08,2026-12-08,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of December 08.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0016
DSM-P0017,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2026-12-15,2026-12-15,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of December 15.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0017
DSM-P0018,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2026-12-22,2026-12-22,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of December 22.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0018
DSM-P0019,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2026-12-29,2026-12-29,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of December 29.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0019
DSM-E0044,prd | QuantumCore | service account rotation,SERVICE_OP,prd,QuantumCore,service account rotation,2026-12-03,2026-12-03,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,QuantumCore service account rotation applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0044
DSM-E0045,prd | CoreStream | lag alert tuning,SERVICE_OP,prd,CoreStream,lag alert tuning,2026-12-05,2026-12-05,In Progress,Low,service-release||change-management,Elliot West,Jules Frost,CoreStream lag alert tuning applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0045
DSM-E0046,stg | DataHub | ingestion pipeline restart,SERVICE_OP,stg,DataHub,ingestion pipeline restart,2026-12-07,2026-12-07,In Progress,Low,service-release||change-management,Quinn Storm,Emerson Rivers,DataHub ingestion pipeline restart applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0046
DSM-E0047,qa | NovaNode | telemetry pipeline restart,SERVICE_OP,qa,NovaNode,telemetry pipeline restart,2026-12-09,2026-12-09,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,NovaNode telemetry pipeline restart applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0047
DSM-E0048,prd | MatrixNet | contract registration,SERVICE_OP,prd,MatrixNet,contract registration,2026-12-11,2026-12-11,In Progress,Medium,service-release||change-management,Blake Fox,Phoenix Moon,MatrixNet contract registration applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0048
DSM-E0049,prd | GammaFlow | rule set pre-deployment,SERVICE_OP,prd,GammaFlow,rule set pre-deployment,2026-12-13,2026-12-13,In Progress,High,service-release||change-management,Jules Frost,Jordan Storm,GammaFlow rule set pre-deployment applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0049
DSM-E0050,stg | FusionPoint | retry policy update,SERVICE_OP,stg,FusionPoint,retry policy update,2026-12-15,2026-12-15,In Progress,Low,service-release||change-management,Riley Flame,Blake Fox,FusionPoint retry policy update applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0050
DSM-E0051,qa | CyberEngine | scoring threshold adjustment,SERVICE_OP,qa,CyberEngine,scoring threshold adjustment,2026-12-17,2026-12-17,In Progress,Low,service-release||change-management,Elliot West,Jules Frost,CyberEngine scoring threshold adjustment applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0051
DSM-E0052,prd | LogicLab | SDK update rollout,SERVICE_OP,prd,LogicLab,SDK update rollout,2026-12-19,2026-12-19,In Progress,Medium,service-release||change-management,Quinn Storm,Emerson Rivers,LogicLab SDK update rollout applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0052
DSM-E0053,dev | StreamNode | lag recovery,SERVICE_OP,dev,StreamNode,lag recovery,2026-12-21,2026-12-21,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,StreamNode lag recovery applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0053
DSM-M0010,Q4 Platform Health Report,MILESTONE,,,Audit,2026-12-08,2026-12-01,Implementing,Medium,milestone||service-release,Elliot West,Avery Hale,Quarterly platform health assessment. SLA compliance validated across all core services.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0010
DSM-M0011,AlphaLayer Rate Limiting v2.2,MILESTONE,,,Release,2026-12-20,2026-12-06,Implementing,High,milestone||service-release,Phoenix Moon,Quinn Storm,AlphaLayer rate-limiting framework v2.2 released. Adaptive throttling and partner tier controls.,Final validation in progress.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-M0011
DSM-M0012,API Gateway v2.2 GA,MILESTONE,,,Release,2026-12-28,2026-12-14,Implementing,High,milestone||service-release,Drew West,Elliot Hunter,API Gateway v2.2 reaches general availability. Enhanced throughput and OAuth 2.1 improvements.,Final validation in progress.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-M0012
DSM-P0020,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-01-05,2027-01-05,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of January 05.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0020
DSM-P0021,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-01-12,2027-01-12,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of January 12.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0021
DSM-P0022,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-01-19,2027-01-19,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of January 19.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0022
DSM-P0023,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-01-26,2027-01-26,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of January 26.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0023
DSM-P0024,AMBER | Post-Holiday Stabilisation Window,PEAK_SEASON_PROTECTION_WINDOW,,,Peak Season Protection Window,2027-01-21,2027-01-07,Active,Medium,PeakSeasonProtectionWindow||service-release,Elliot West,Cameron Lane,AMBER protection window during post-holiday stabilisation period. Non-critical production changes should be deferred until Jan 22.,Window activated. All teams notified.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-P0024
DSM-E0054,prd | CoreStream | retention policy update,SERVICE_OP,prd,CoreStream,retention policy update,2027-01-04,2027-01-04,In Progress,Low,service-release||change-management,Kai Wolfe,Cameron Lane,CoreStream retention policy update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0054
DSM-E0055,stg | DataHub | ingestion pipeline restart,SERVICE_OP,stg,DataHub,ingestion pipeline restart,2027-01-07,2027-01-07,In Progress,Low,service-release||change-management,Quinn Storm,Emerson Rivers,DataHub ingestion pipeline restart applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0055
DSM-E0056,qa | NovaNode | batch onboarding,SERVICE_OP,qa,NovaNode,batch onboarding,2027-01-10,2027-01-10,In Progress,Low,service-release||change-management,Elliot Hunter,Cameron Shade,NovaNode batch onboarding applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0056
DSM-E0057,prd | MatrixNet | registry v-bump,SERVICE_OP,prd,MatrixNet,registry v-bump,2027-01-13,2027-01-13,In Progress,Low,service-release||change-management,Elliot West,Jules Frost,MatrixNet registry v-bump applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0057
DSM-E0058,prd | GammaFlow | model distribution push,SERVICE_OP,prd,GammaFlow,model distribution push,2027-01-16,2027-01-16,In Progress,Low,service-release||change-management,Jordan Storm,Jules Knight,GammaFlow model distribution push applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0058
DSM-E0059,stg | FusionPoint | fraud rule sync,SERVICE_OP,stg,FusionPoint,fraud rule sync,2027-01-19,2027-01-19,In Progress,Medium,service-release||change-management,Kai Wolfe,Cameron Lane,FusionPoint fraud rule sync applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0059
DSM-E0060,qa | CyberEngine | model rollback,SERVICE_OP,qa,CyberEngine,model rollback,2027-01-22,2027-01-22,In Progress,Medium,service-release||change-management,Quinn Storm,Emerson Rivers,CyberEngine model rollback applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0060
DSM-E0061,prd | LogicLab | SDK update rollout,SERVICE_OP,prd,LogicLab,SDK update rollout,2027-01-25,2027-01-25,In Progress,Medium,service-release||change-management,Elliot Hunter,Cameron Shade,LogicLab SDK update rollout applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0061
DSM-E0062,dev | StreamNode | pipeline restart,SERVICE_OP,dev,StreamNode,pipeline restart,2027-01-28,2027-01-28,In Progress,Medium,service-release||change-management,Elliot West,Jules Frost,StreamNode pipeline restart applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0062
DSM-BE0006,Q1 New Year Platform Launch 2027,BUSINESS_EVENT,,,Launch,2027-01-31,2027-01-10,In Progress,Medium,Event_Launch||service-release,Elliot West,Quinn Storm,Q1 New Year Platform Launch 2027 running across all digital channels. The peak demand window is expected from 15/01/2027 to 20/01/2027. All platform teams should ensure capacity is available during this period.,Event concluded successfully.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-BE0006
DSM-M0013,API Gateway v3.1 GA,MILESTONE,,,Release,2027-01-08,2027-01-01,Implementing,High,milestone||service-release,Logan Snow,Elliot West,API Gateway v3.1 reaches general availability. Enhanced throughput and OAuth 2.1 improvements.,Final validation in progress.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-M0013
